seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	98638404	98638497	94	*	X1284	100128782	98568370	98638259	69890	-	144	upstream	144	LINC00476
chr9	100000782	100000800	19	*	X1285	100499484	100000708	100059596	58889	+	0	inside	73	SUGT1P4-STRA6LP
chr9	100000782	100000800	19	*	X1285	57653	100000708	100139577	138870	+	0	inside	73	SUGT1P4-STRA6LP-CCDC180
chr9	100819119	100819151	33	*	X1286	54187	100818959	100845365	26407	+	0	inside	159	NANS
chr9	102584262	102584405	144	*	X1288	8013	102584137	102629173	45037	+	0	inside	124	NR4A3
chr9	113018629	113018788	160	*	X1292	7295	113006092	113018920	12829	-	0	inside	131	TXN
chr9	114246811	114246831	21	*	X1293	23392	114122973	114247025	124053	-	0	inside	193	ECPAS
chr9	114658750	114658851	102	*	X1296	7357	114659206	114695433	36228	+	354	upstream	354	UGCG
chr9	115095779	115095842	64	*	X1297	9991	114979995	115095944	115950	-	0	inside	101	PTBP3
chr9	115248798	115248939	142	*	X1298	158405	115249248	115422706	173459	+	308	upstream	308	KIAA1958
chr9	115774408	115774425	18	*	X1299	169834	115759400	115774472	15073	-	0	inside	46	ZNF883
chr9	116038043	116038080	38	*	X1300	23307	115927800	116037869	110070	-	173	upstream	173	FKBP15
chr9	116038043	116038080	38	*	X1300	246184	116029290	116037869	8580	-	173	upstream	173	CDC26
chr9	116038043	116038080	38	*	X1300	9128	116037914	116055185	17272	+	0	inside	128	PRPF4
chr9	123555869	123555917	49	*	X1302	100288842	123555775	123561009	5235	+	0	inside	93	B3GALT9
chr9	123555869	123555917	49	*	X1302	26190	123519254	123555740	36487	-	128	upstream	128	FBXW2
chr9	123605075	123605080	6	*	X1303	253039	123605320	123616651	11332	+	239	upstream	239	CUTALP
chr9	123605075	123605080	6	*	X1303	5711	123578332	123605299	26968	-	0	inside	218	PSMD5
chr9	123836809	123837073	265	*	X1304	11064	123837242	123939886	102645	+	168	upstream	168	CNTRL
chr9	128003425	128003576	152	*	X1309	3309	127997127	128003666	6540	-	0	inside	89	HSPA5
chr9	130186397	130186429	33	*	X1312	7633	130186653	130207651	20999	+	223	upstream	223	ZNF79
chr9	130186444	130186508	65	*	X1313	7633	130186653	130207651	20999	+	144	upstream	144	ZNF79
chr9	130213289	130213316	28	*	X1314	90678	130213765	130265780	52016	+	448	upstream	448	LRSAM1
chr9	130213455	130213553	99	*	X1315	6136	130209953	130213711	3759	-	0	inside	157	RPL12
chr9	130213455	130213553	99	*	X1315	90678	130213765	130265780	52016	+	211	upstream	211	LRSAM1
chr9	131085095	131085207	113	*	X1318	26995	131071396	131084697	13302	-	397	upstream	397	TRUB2
chr9	131486840	131486949	110	*	X1319	100506100	131486741	131495522	8782	+	0	inside	98	LOC100506100
chr9	131486840	131486949	110	*	X1319	84885	131483149	131486408	3260	-	431	upstream	431	ZDHHC12
chr9	131534393	131534519	127	*	X1320	10444	131492067	131534213	42147	-	179	upstream	179	ZER1
chr9	131873508	131873511	4	*	X1321	1384	131857073	131873070	15998	-	437	upstream	437	CRAT
chr9	131873508	131873511	4	*	X1321	5524	131873228	131911225	37998	+	0	inside	279	PTPA
chr9	131873724	131873811	88	*	X1322	1384	131857073	131873070	15998	-	653	upstream	653	CRAT
chr9	131940105	131940308	204	*	X1323	389792	131937831	131940540	2710	-	0	inside	231	IER5L
chr9	132388506	132388679	174	*	X1327	28989	132388435	132397879	9445	+	0	inside	70	NTMT1
chr9	132586299	132586355	57	*	X1329	1861	132575221	132586441	11221	-	0	inside	85	TOR1A
chr9	133971932	133972081	150	*	X1333	83543	133971863	133998539	26677	+	0	inside	68	AIF1L
chr9	135545123	135545445	323	*	X1335	9329	135545728	135565470	19743	+	282	upstream	282	GTF3C4
chr9	136203243	136203303	61	*	X1338	6838	136197552	136203047	5496	-	195	upstream	195	SURF6
chr9	136857186	136857299	114	*	X1339	7410	136627016	136857446	230431	-	0	inside	146	VAV2
chr9	136857312	136857338	27	*	X1340	7410	136627016	136857446	230431	-	0	inside	107	VAV2
chr9	137000953	137000982	30	*	X1341	11091	137001210	137025094	23885	+	227	upstream	227	WDR5
chr9	137030492	137030636	145	*	X1342	100151684	137029562	137029686	125	-	805	upstream	805	RNU6ATAC
chr9	137030652	137030675	24	*	X1343	100151684	137029562	137029686	125	-	965	upstream	965	RNU6ATAC
chr9	139010584	139010743	160	*	X1351	90120	139006427	139010731	4305	-	0	overlapStart	0	TMEM250
chr9	139258412	139258443	32	*	X1352	728489	139256352	139258263	1912	-	148	upstream	148	DNLZ
chr9	139258551	139258610	60	*	X1353	728489	139256352	139258263	1912	-	287	upstream	287	DNLZ
chr9	139581625	139581663	39	*	X1355	10555	139567595	139581911	14317	-	0	inside	247	AGPAT2
chr9	139622860	139622871	12	*	X1356	677804	139621199	139621331	133	-	1528	upstream	1528	SNORA17A
chr9	139622860	139622871	12	*	X1356	84973	139615818	139622636	6819	-	223	upstream	223	SNHG7
chr9	140064001	140064150	150	*	X1359	100500811	140063638	140063722	85	-	278	upstream	278	MIR3621
chr9	140134765	140134786	22	*	X1360	10383	140135711	140138159	2449	+	924	upstream	924	TUBB4B
chr9	140134819	140134854	36	*	X1361	10383	140135711	140138159	2449	+	856	upstream	856	TUBB4B
chr9	140149398	140149558	161	*	X1362	100129722	140144671	140147949	3279	-	1448	upstream	1448	STPG3-AS1
chr9	140149398	140149558	161	*	X1362	25920	140149759	140168000	18242	+	200	upstream	200	NELFB
chr9	140513049	140513107	59	*	X1364	79813	140513444	140730578	217135	+	336	upstream	336	EHMT1
chr9	140513049	140513107	59	*	X1364	85026	140509784	140513308	3525	-	0	inside	200	ARRDC1-AS1
chr10	1205688	1205792	105	*	X1368	399706	1205708	1210612	4905	+	0	overlapStart	0	LINC00200
chr10	3109817	3109834	18	*	X1369	5214	3109712	3178997	69286	+	0	inside	104	PFKP
chr10	5726310	5726350	41	*	X1371	54906	5726801	5805703	78903	+	450	upstream	450	TASOR2
chr10	5726399	5726448	50	*	X1372	54906	5726801	5805703	78903	+	352	upstream	352	TASOR2
chr10	5855264	5855357	94	*	X1375	2665	5807186	5855512	48327	-	0	inside	154	GDI2
chr10	7453135	7453198	64	*	X1376	57713	7200586	7453448	252863	-	0	inside	249	SFMBT2
chr10	14920498	14920564	67	*	X1377	79723	14920782	14946304	25523	+	217	upstream	217	SUV39H2
chr10	25463393	25463472	80	*	X1379	57512	25464290	25891157	426868	+	817	upstream	817	GPR158
chr10	25464018	25464037	20	*	X1380	57512	25464290	25891157	426868	+	252	upstream	252	GPR158
chr10	25464163	25464166	4	*	X1381	57512	25464290	25891157	426868	+	123	upstream	123	GPR158
chr10	32217624	32217703	80	*	X1385	94134	32094326	32217804	123479	-	0	inside	100	ARHGAP12
chr10	35929925	35930110	186	*	X1391	8325	35927177	35930362	3186	-	0	inside	251	FZD8
chr10	43133801	43133960	160	*	X1398	7582	43069631	43133992	64362	-	0	inside	31	ZNF33B
chr10	43277913	43278075	163	*	X1399	9790	43277954	43330385	52432	+	0	overlapStart	0	BMS1
chr10	52499738	52499888	151	*	X1409	653308	52499688	52514569	14882	+	0	inside	49	ASAH2B
chr10	65225372	65225641	270	*	X1410	221037	64926988	65225722	298735	-	0	inside	80	JMJD1C
chr10	69834855	69834875	21	*	X1413	26091	69681656	69835103	153448	-	0	inside	227	HERC4
chr10	70091918	70092029	112	*	X1414	3189	70091768	70102953	11186	+	0	inside	149	HNRNPH3
chr10	70092470	70092513	44	*	X1415	64081	70042417	70092684	50268	-	0	inside	170	PBLD
chr10	70231552	70231675	124	*	X1416	1763	70173821	70231878	58058	-	0	inside	202	DNA2
chr10	74114509	74114661	153	*	X1420	54788	74092588	74114907	22320	-	0	inside	245	DNAJB12
chr10	75006814	75006966	153	*	X1421	414245	75007125	75036742	29618	+	158	upstream	158	DNAJC9-AS1
chr10	76585450	76585652	203	*	X1423	23522	76586171	76792380	206210	+	518	upstream	518	KAT6B
chr10	79793650	79793748	99	*	X1426	6229	79793518	79816571	23054	+	0	inside	131	RPS24
chr10	79793763	79793791	29	*	X1427	6229	79793518	79816571	23054	+	0	inside	244	RPS24
chr10	89622000	89622005	6	*	X1431	5728	89623195	89728532	105338	+	1189	upstream	1189	PTEN
chr10	91405311	91405326	16	*	X1432	53354	91339254	91405329	66076	-	0	inside	2	PANK1
chr10	91461441	91461546	106	*	X1433	9585	91461367	91534700	73334	+	0	inside	73	KIF20B
chr10	93169410	93169463	54	*	X1434	143279	93170096	93274520	104425	+	632	upstream	632	HECTD2
chr10	94051043	94051220	178	*	X1436	22849	93808397	94050875	242479	-	167	upstream	167	CPEB3
chr10	94051043	94051220	178	*	X1436	54708	94050920	94113721	62802	+	0	inside	122	MARCHF5
chr10	94831775	94831883	109	*	X1437	1592	94833232	94837641	4410	+	1348	upstream	1348	CYP26A1
chr10	96122549	96122567	19	*	X1439	64318	96092989	96122683	29695	-	0	inside	115	NOC3L
chr10	96122584	96122606	23	*	X1440	64318	96092989	96122683	29695	-	0	inside	76	NOC3L
chr10	97889426	97889651	226	*	X1441	9849	97889472	97923517	34046	+	0	overlapStart	0	ZNF518A
chr10	99078768	99078785	18	*	X1444	10023	99079022	99081672	2651	+	236	upstream	236	FRAT1
chr10	99078801	99078865	65	*	X1445	10023	99079022	99081672	2651	+	156	upstream	156	FRAT1
chr10	99078891	99078923	33	*	X1446	10023	99079022	99081672	2651	+	98	upstream	98	FRAT1
chr10	99094579	99094632	54	*	X1447	23401	99092254	99094458	2205	-	120	upstream	120	FRAT2
chr10	99094665	99094778	114	*	X1448	23401	99092254	99094458	2205	-	206	upstream	206	FRAT2
chr10	99258020	99258031	12	*	X1449	80019	99258768	99330960	72193	+	736	upstream	736	UBTD1
chr10	99258059	99258088	30	*	X1450	80019	99258768	99330960	72193	+	679	upstream	679	UBTD1
chr10	99496591	99496710	120	*	X1453	118813	99496878	99520664	23787	+	167	upstream	167	ZFYVE27
chr10	100206568	100206608	41	*	X1455	3257	100175955	100206704	30750	-	0	inside	95	HPS1
chr10	101945923	101946094	172	*	X1457	10613	101909847	101945814	35968	-	108	upstream	108	ERLIN1
chr10	101946111	101946126	16	*	X1458	10613	101909847	101945814	35968	-	296	upstream	296	ERLIN1
chr10	102046310	102046344	35	*	X1459	282991	102033035	102046469	13435	-	0	inside	124	BLOC1S2
chr10	103893080	103893132	53	*	X1460	23082	103892787	103910090	17304	+	0	inside	292	PPRC1
chr10	104180636	104180780	145	*	X1465	5662	104162374	104179691	17318	-	944	upstream	944	PSD
chr10	104474469	104474471	3	*	X1468	118980	104474298	104498946	24649	+	0	inside	170	SFXN2
chr10	104474469	104474471	3	*	X1468	403	104433484	104474190	40707	-	278	upstream	278	ARL3
chr10	112327528	112327585	58	*	X1471	9126	112327449	112364392	36944	+	0	inside	78	SMC3
chr10	113943634	113943775	142	*	X1473	57678	113909622	113943537	33916	-	96	upstream	96	GPAM
chr10	120840226	120840269	44	*	X1474	8661	120794541	120840334	45794	-	0	inside	64	EIF3A
chr10	127511892	127512060	169	*	X1481	56647	127512104	127542264	30161	+	43	upstream	43	BCCIP
chr10	127511892	127512060	169	*	X1481	7390	127477147	127511837	34691	-	54	upstream	54	UROS
chr10	127512199	127512211	13	*	X1482	56647	127512104	127542264	30161	+	0	inside	94	BCCIP
chr10	127512199	127512211	13	*	X1482	7390	127477147	127511837	34691	-	361	upstream	361	UROS
chr10	134779100	134779113	14	*	X1486	399829	134779038	134790001	10964	+	0	inside	61	LINC01168
chr10	135207749	135207868	120	*	X1487	92170	135207621	135234174	26554	+	0	inside	127	MTG1
chr11	537171	537224	54	*	X1488	115399	537522	554916	17395	+	297	upstream	297	LRRC56
chr11	537171	537224	54	*	X1488	3265	532242	535550	3309	-	1620	upstream	1620	HRAS
chr11	844028	844161	134	*	X1489	5441	839721	842529	2809	-	1498	upstream	1498	POLR2L
chr11	1968646	1968656	11	*	X1492	6150	1968502	1977839	9338	+	0	inside	143	MRPL23
chr11	3663994	3664031	38	*	X1493	116969	3659736	3663546	3811	-	447	upstream	447	ART5
chr11	8704390	8704495	106	*	X1495	619562	8705774	8705903	130	+	1278	upstream	1278	SNORA3A
chr11	9336022	9336100	79	*	X1496	440026	9302201	9336315	34115	-	0	inside	214	TMEM41B
chr11	9406245	9406283	39	*	X1497	10527	9406169	9469674	63506	+	0	inside	75	IPO7
chr11	10830244	10830415	172	*	X1500	1982	10818593	10830582	11990	-	0	inside	166	EIF4G2
chr11	10830746	10830824	79	*	X1501	1982	10818593	10830582	11990	-	163	upstream	163	EIF4G2
chr11	10879291	10879306	16	*	X1502	729013	10879764	10900823	21060	+	457	upstream	457	ZBED5-AS1
chr11	10879385	10879405	21	*	X1503	58486	10833621	10879620	46000	-	0	inside	214	ZBED5
chr11	10879385	10879405	21	*	X1503	729013	10879764	10900823	21060	+	358	upstream	358	ZBED5-AS1
chr11	20408860	20408980	121	*	X1508	10196	20409076	20530879	121804	+	95	upstream	95	PRMT3
chr11	22851252	22851310	59	*	X1509	258010	22843598	22851382	7785	-	0	inside	71	SVIP
chr11	27384570	27384675	106	*	X1510	91057	27360061	27384795	24735	-	0	inside	119	CCDC34
chr11	34127269	34127355	87	*	X1512	55226	34127111	34168458	41348	+	0	inside	157	NAT10
chr11	36531625	36531795	171	*	X1516	7189	36505317	36531863	26547	-	0	inside	67	TRAF6
chr11	43380528	43380674	147	*	X1517	55761	43380435	43516483	136049	+	0	inside	92	TTC17
chr11	46639185	46639185	1	*	X1526	283254	46624856	46638777	13922	-	407	upstream	407	HARBI1
chr11	47663892	47663918	27	*	X1527	23788	47638858	47664206	25349	-	0	inside	287	MTCH2
chr11	57508628	57508710	83	*	X1528	280636	57508722	57510883	2162	+	11	upstream	11	SELENOH
chr11	61100435	61100482	48	*	X1530	26007	61100654	61116231	15578	+	171	upstream	171	TKFC
chr11	61129529	61129701	173	*	X1531	220002	61116220	61129755	13536	-	0	inside	53	CYB561A3
chr11	61129529	61129701	173	*	X1531	51524	61129473	61136975	7503	+	0	inside	55	TMEM138
chr11	61197674	61197712	39	*	X1533	54949	61197597	61214239	16643	+	0	inside	76	SDHAF2
chr11	61197674	61197712	39	*	X1533	79869	61170120	61197464	27345	-	209	upstream	209	CPSF7
chr11	62439205	62439297	93	*	X1537	79081	62430289	62439241	8953	-	0	overlapStart	0	LBHD1
chr11	62439205	62439297	93	*	X1537	790955	62439126	62441162	2037	+	0	inside	78	UQCC3
chr11	62623231	62623317	87	*	X1538	23642	62619460	62623360	3901	-	0	inside	42	SNHG1
chr11	62623231	62623317	87	*	X1538	6520	62623484	62656355	32872	+	166	upstream	166	SLC3A2
chr11	62623231	62623317	87	*	X1538	9297	62621376	62621440	65	-	1790	upstream	1790	SNORD29
chr11	62623231	62623317	87	*	X1538	9300	62622093	62622167	75	-	1063	upstream	1063	SNORD28
chr11	62623231	62623317	87	*	X1538	9301	62622484	62622555	72	-	675	upstream	675	SNORD27
chr11	62623231	62623317	87	*	X1538	9302	62622764	62622838	75	-	392	upstream	392	SNORD26
chr11	62623231	62623317	87	*	X1538	9303	62623037	62623103	67	-	127	upstream	127	SNORD25
chr11	63685742	63685866	125	*	X1542	283248	63678693	63684316	5624	-	1425	upstream	1425	RCOR2
chr11	64863389	64863487	99	*	X1550	738	64863587	64879332	15746	+	99	upstream	99	VPS51
chr11	64884908	64885056	149	*	X1551	741	64883875	64885170	1296	-	0	inside	113	ZNHIT2
chr11	64889896	64889919	24	*	X1552	2197	64888099	64889672	1574	-	223	upstream	223	FAU
chr11	64889896	64889919	24	*	X1552	740	64889655	64894841	5187	+	0	inside	240	MRPL49
chr11	64902081	64902165	85	*	X1553	84447	64894751	64902003	7253	-	77	upstream	77	SYVN1
chr11	65029441	65029448	8	*	X1554	23649	65029432	65065088	35657	+	0	inside	8	POLA2
chr11	65479509	65479644	136	*	X1556	10524	65479473	65487077	7605	+	0	inside	35	KAT5
chr11	65488094	65488238	145	*	X1557	84153	65485144	65488409	3266	-	0	inside	170	RNASEH2C
chr11	65686150	65686172	23	*	X1563	10589	65686728	65689048	2321	+	555	upstream	555	DRAP1
chr11	65769462	65769527	66	*	X1564	84285	65764016	65769637	5622	-	0	inside	109	EIF1AD
chr11	65769462	65769527	66	*	X1564	8815	65769550	65771617	2068	+	22	upstream	22	BANF1
chr11	66115450	66115629	180	*	X1567	11041	66112843	66115161	2319	-	288	upstream	288	B4GAT1
chr11	67771700	67771818	119	*	X1573	81622	67758575	67771593	13019	-	106	upstream	106	UNC93B1
chr11	67981498	67981604	107	*	X1574	51111	67923507	67981068	57562	-	429	upstream	429	KMT5B
chr11	68671105	68671240	136	*	X1575	219927	68658746	68671303	12558	-	0	inside	62	MRPL21
chr11	68671105	68671240	136	*	X1575	3508	68671319	68708069	36751	+	78	upstream	78	IGHMBP2
chr11	71639796	71639848	53	*	X1577	100133315	71576555	71639493	62939	-	302	upstream	302	LOC100133315
chr11	71639796	71639848	53	*	X1577	55298	71639768	71708643	68876	+	0	inside	27	RNF121
chr11	71640138	71640261	124	*	X1578	100133315	71576555	71639493	62939	-	644	upstream	644	LOC100133315
chr11	71640350	71640419	70	*	X1579	100133315	71576555	71639493	62939	-	856	upstream	856	LOC100133315
chr11	73498944	73499102	159	*	X1584	51642	73498917	73575656	76740	+	0	inside	26	MRPL48
chr11	73587686	73587711	26	*	X1585	51287	73583713	73587890	4178	-	0	inside	178	COA4
chr11	73587686	73587711	26	*	X1585	80227	73587744	73638781	51038	+	32	upstream	32	PAAF1
chr11	73587734	73587843	110	*	X1586	51287	73583713	73587890	4178	-	0	inside	46	COA4
chr11	73587734	73587843	110	*	X1586	80227	73587744	73638781	51038	+	0	overlapStart	0	PAAF1
chr11	73693691	73693817	127	*	X1587	7351	73685716	73693889	8174	-	0	inside	71	UCP2
chr11	74204518	74204542	25	*	X1589	387787	74202923	74204755	1833	-	0	inside	212	LIPT2
chr11	74204573	74204643	71	*	X1590	387787	74202923	74204755	1833	-	0	inside	111	LIPT2
chr11	74204692	74204703	12	*	X1591	387787	74202923	74204755	1833	-	0	inside	51	LIPT2
chr11	75062888	75063261	374	*	X1593	408	74971166	75062875	91710	-	12	upstream	12	ARRB1
chr11	75110814	75110817	4	*	X1594	6079	75111435	75111582	148	+	617	upstream	617	SNORD15A
chr11	75110814	75110817	4	*	X1594	6188	75110535	75133345	22811	+	0	inside	278	RPS3
chr11	75273387	75273400	14	*	X1595	871	75273101	75283849	10749	+	0	inside	285	SERPINH1
chr11	76382351	76382364	14	*	X1597	2615	76368568	76381791	13224	-	559	upstream	559	LRRC32
chr11	76382383	76382440	58	*	X1598	2615	76368568	76381791	13224	-	591	upstream	591	LRRC32
chr11	77850491	77850511	21	*	X1601	100289388	77850839	77885023	34185	+	327	upstream	327	KCTD21-AS1
chr11	77850491	77850511	21	*	X1601	79053	77811988	77850699	38712	-	0	inside	187	ALG8
chr11	77850526	77850562	37	*	X1602	100289388	77850839	77885023	34185	+	276	upstream	276	KCTD21-AS1
chr11	77850526	77850562	37	*	X1602	79053	77811988	77850699	38712	-	0	inside	136	ALG8
chr11	78285544	78285769	226	*	X1603	79731	78147007	78285909	138903	-	0	inside	139	NARS2
chr11	82783173	82783278	106	*	X1604	100506233	82783108	82784754	1647	+	0	inside	64	RAB30-DT
chr11	82783173	82783278	106	*	X1604	27314	82692478	82782884	90407	-	288	upstream	288	RAB30
chr11	85375894	85375926	33	*	X1606	58487	85368608	85376182	7575	-	0	inside	255	CREBZF
chr11	85955808	85956031	224	*	X1607	8726	85955806	85989785	33980	+	0	inside	1	EED
chr11	88070655	88070862	208	*	X1608	1075	88026760	88070941	44182	-	0	inside	78	CTSC
chr11	93276773	93276777	5	*	X1609	56935	93211639	93276546	64908	-	226	upstream	226	SMCO4
chr11	93394964	93394994	31	*	X1610	85459	93394816	93463522	68707	+	0	inside	147	CEP295
chr11	93474344	93474416	73	*	X1611	28970	93474793	93496247	21455	+	376	upstream	376	C11orf54
chr11	93474344	93474416	73	*	X1611	79101	93463447	93474703	11257	-	0	inside	286	TAF1D
chr11	93517524	93517678	155	*	X1612	9440	93517405	93546496	29092	+	0	inside	118	MED17
chr11	95657359	95657443	85	*	X1615	8898	95566044	95657371	91328	-	0	overlapStart	0	MTMR2
chr11	101980749	101980958	210	*	X1616	10413	101981192	102104154	122963	+	233	upstream	233	YAP1
chr11	105948429	105948547	119	*	X1617	143879	105921825	105948465	26641	-	0	overlapStart	0	KBTBD3
chr11	105948429	105948547	119	*	X1617	60496	105948292	105969419	21128	+	0	inside	136	AASDHPPT
chr11	107328455	107328462	8	*	X1618	143884	107197072	107328572	131501	-	0	inside	109	CWF19L2
chr11	111957335	111957354	20	*	X1621	26521	111955539	111957522	1984	-	0	inside	167	TIMM8B
chr11	111957335	111957354	20	*	X1621	6392	111957548	111966525	8978	+	193	upstream	193	SDHD
chr11	114271054	114271130	77	*	X1622	10179	114271384	114279635	8252	+	253	upstream	253	RBM7
chr11	114271054	114271130	77	*	X1622	54494	114262170	114271272	9103	-	0	inside	141	C11orf71
chr11	118306713	118306768	56	*	X1625	4297	118307205	118397539	90335	+	436	upstream	436	KMT2A
chr11	118662037	118662047	11	*	X1627	1656	118618473	118661972	43500	-	64	upstream	64	DDX6
chr11	118662060	118662080	21	*	X1628	1656	118618473	118661972	43500	-	87	upstream	87	DDX6
chr11	118662366	118662495	130	*	X1629	1656	118618473	118661972	43500	-	393	upstream	393	DDX6
chr11	118781611	118781683	73	*	X1630	283149	118766851	118781613	14763	-	0	overlapStart	0	BCL9L
chr11	120206713	120206817	105	*	X1633	23365	120207618	120360645	153028	+	800	upstream	800	ARHGEF12
chr11	124632664	124632678	15	*	X1641	90952	124622026	124632223	10198	-	440	upstream	440	ESAM
chr11	124670399	124670448	50	*	X1642	79684	124636394	124670299	33906	-	99	upstream	99	MSANTD2
chr11	125933048	125933074	27	*	X1644	50937	125826713	125933187	106475	-	0	inside	112	CDON
chr11	126173633	126173827	195	*	X1645	28960	126173647	126215644	41998	+	0	overlapStart	0	DCPS
chr12	861800	861854	55	*	X1652	65125	862089	1020618	158530	+	234	upstream	234	WNK1
chr12	2113409	2113540	132	*	X1654	196513	2050757	2113677	62921	-	0	inside	136	DCP1B
chr12	6579709	6579777	69	*	X1657	6843	6571404	6579843	8440	-	0	inside	65	VAMP1
chr12	6798263	6798525	263	*	X1662	171017	6775643	6798738	23096	-	0	inside	212	ZNF384
chr12	7023543	7023555	13	*	X1665	2026	7023614	7032859	9246	+	58	upstream	58	ENO2
chr12	11323950	11324131	182	*	X1666	100129361	11323780	11328619	4840	+	0	inside	169	SMIM10L1
chr12	11323950	11324131	182	*	X1666	100533464	10998448	11324224	325777	-	0	inside	92	PRH1-PRR4
chr12	12419784	12419843	60	*	X1667	4040	12268961	12419811	150851	-	0	overlapStart	0	LRP6
chr12	12878914	12878943	30	*	X1668	51202	12878851	12982915	104065	+	0	inside	62	DDX47
chr12	12878914	12878943	30	*	X1668	81575	12878851	12944399	65549	+	0	inside	62	APOLD1
chr12	13152982	13153011	30	*	X1669	50865	13127799	13153243	25445	-	0	inside	231	HEBP1
chr12	13152982	13153011	30	*	X1669	93164	13153376	13157764	4389	+	364	upstream	364	HTR7P1
chr12	13153028	13153068	41	*	X1670	50865	13127799	13153243	25445	-	0	inside	174	HEBP1
chr12	13153028	13153068	41	*	X1670	93164	13153376	13157764	4389	+	307	upstream	307	HTR7P1
chr12	16035037	16035156	120	*	X1671	11171	16035288	16056410	21123	+	131	upstream	131	STRAP
chr12	16035376	16035655	280	*	X1672	11171	16035288	16056410	21123	+	0	inside	87	STRAP
chr12	16064314	16064581	268	*	X1673	51071	16064186	16190315	126130	+	0	inside	127	DERA
chr12	19592152	19592214	63	*	X1674	121536	19592608	19675173	82566	+	393	upstream	393	AEBP2
chr12	22697232	22697351	120	*	X1675	9847	22601518	22697452	95935	-	0	inside	100	C2CD5
chr12	27933272	27933473	202	*	X1676	57542	27933187	27955973	22787	+	0	inside	84	KLHL42
chr12	29301954	29301973	20	*	X1677	55711	29301936	29488549	186614	+	0	inside	17	FAR2
chr12	29302016	29302070	55	*	X1678	55711	29301936	29488549	186614	+	0	inside	79	FAR2
chr12	46121603	46121620	18	*	X1680	196528	46123620	46301819	178200	+	1999	upstream	1999	ARID2
chr12	46121603	46121620	18	*	X1680	400027	46119503	46121704	2202	-	0	inside	83	LINC00938
chr12	48214043	48214133	91	*	X1688	51564	48176507	48213763	37257	-	279	upstream	279	HDAC7
chr12	48214147	48214280	134	*	X1689	51564	48176507	48213763	37257	-	383	upstream	383	HDAC7
chr12	49075837	49075943	107	*	X1691	54934	49046995	49076035	29041	-	0	inside	91	KANSL2
chr12	49525034	49525147	114	*	X1696	10376	49521567	49525304	3738	-	0	inside	156	TUBA1B
chr12	49931971	49932047	77	*	X1701	23416	49932940	49952077	19138	+	892	upstream	892	KCNH3
chr12	50221559	50221573	15	*	X1702	100286844	50222326	50234937	12612	+	752	upstream	752	BCDIN3D-AS1
chr12	50450968	50451131	164	*	X1703	41	50451420	50477405	25986	+	288	upstream	288	ASIC1
chr12	50794795	50794968	174	*	X1704	113251	50794592	50873788	79197	+	0	inside	202	LARP4
chr12	52463559	52463702	144	*	X1708	60673	52463758	52471279	7522	+	55	upstream	55	ATG101
chr12	53626882	53626981	100	*	X1710	5916	53604350	53626040	21691	-	841	upstream	841	RARG
chr12	54332167	54332179	13	*	X1713	3229	54332576	54340328	7753	+	396	upstream	396	HOXC13
chr12	54332200	54332220	21	*	X1714	3229	54332576	54340328	7753	+	355	upstream	355	HOXC13
chr12	56109923	56110048	126	*	X1716	100528022	56109818	56118526	8709	+	0	inside	104	BLOC1S1-RDH5
chr12	56109923	56110048	126	*	X1716	2647	56109818	56113871	4054	+	0	inside	104	BLOC1S1
chr12	56110076	56110105	30	*	X1717	100528022	56109818	56118526	8709	+	0	inside	257	BLOC1S1-RDH5
chr12	56110076	56110105	30	*	X1717	2647	56109818	56113871	4054	+	0	inside	257	BLOC1S1
chr12	56435718	56436060	343	*	X1718	6231	56435686	56438007	2322	+	0	inside	31	RPS26
chr12	56510471	56510573	103	*	X1720	6171	56510374	56511616	1243	+	0	inside	96	RPL41
chr12	56510471	56510573	103	*	X1720	84872	56512030	56516278	4249	+	1456	upstream	1456	ZC3H10
chr12	56522161	56522180	20	*	X1721	23344	56521986	56538460	16475	+	0	inside	174	ESYT1
chr12	57482357	57482367	11	*	X1723	4665	57482677	57489259	6583	+	309	upstream	309	NAB2
chr12	58176556	58176763	208	*	X1725	10102	58176528	58196639	20112	+	0	inside	27	TSFM
chr12	62653817	62653917	101	*	X1726	338811	62102029	62653925	551897	-	0	inside	7	TAFA2
chr12	62653817	62653917	101	*	X1726	9958	62654121	62803501	149381	+	203	upstream	203	USP15
chr12	62996622	62996818	197	*	X1727	406891	62997466	62997549	84	+	647	upstream	647	MIRLET7I
chr12	62996481	62996512	32	*	X1728	406891	62997466	62997549	84	+	953	upstream	953	MIRLET7I
chr12	62996834	62996897	64	*	X1729	406891	62997466	62997549	84	+	568	upstream	568	MIRLET7I
chr12	62997028	62997132	105	*	X1730	283416	62995531	62997214	1684	-	0	inside	81	LINC01465
chr12	62997028	62997132	105	*	X1730	406891	62997466	62997549	84	+	333	upstream	333	MIRLET7I
chr12	64062184	64062219	36	*	X1731	283417	63952693	64062354	109662	-	0	inside	134	DPY19L2
chr12	64798320	64798320	1	*	X1732	11260	64798153	64842463	44311	+	0	inside	166	XPOT
chr12	64798451	64798470	20	*	X1733	11260	64798153	64842463	44311	+	0	inside	297	XPOT
chr12	64845617	64845775	159	*	X1735	29110	64845840	64895899	50060	+	64	upstream	64	TBK1
